,estimated_delivery_price,best_bid_amount,best_ask_amount,underlying_index,bid_iv,ask_iv,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,greeks,stats,state,timestamp
0,66223.46,0.0,0.0,BTC-31MAY24,0.0,0.0,66687.85,83.16,0.0,0.0,0.0,0.0,0.963,0.8025,0.781,[],[],0.87219917,BTC-31MAY24-125000-P,0.8756,66223.46,22174534534,"{'rho': -131.56522, 'theta': -8.55178, 'vega': 7.95694, 'gamma': 0.0, 'delta': -0.98556}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863470845
1,66223.46,104.5,201.0,BTC-31MAY24,70.71,73.07,66687.85,73.02,0.014,0.0155,0.0,2102.0,0.053,0.0005,0.014,"[[0.0155, 201.0], [0.016, 107.0], [0.0165, 27.0], [0.017, 270.0], [0.165, 6.0]]","[[0.014, 104.5], [0.0135, 172.0], [0.0105, 4.0], [0.007, 4.0], [0.005, 3.0]]",0.01411959,BTC-31MAY24-52000-P,0.0155,66223.46,23210818463,"{'rho': -9.4013, 'theta': -41.41054, 'vega': 43.0469, 'gamma': 1e-05, 'delta': -0.12012}","{'volume_usd': 54958.46, 'volume': 55.6, 'price_change': -15.1515, 'low': 0.014, 'high': 0.0165}",open,1713863472027
2,66226.4,3.5,19.0,BTC-27SEP24,73.39,74.42,69207.32,73.91,0.0425,0.044,0.0,408.4,0.1015,0.019,0.0415,"[[0.044, 19.0], [0.045, 8.0], [0.047, 4.0]]","[[0.0425, 3.5], [0.0405, 48.0], [0.0175, 32.0]]",0.04179591,BTC-27SEP24-46000-P,0.0433,66226.4,23210819409,"{'rho': -54.21559, 'theta': -23.65929, 'vega': 100.4856, 'gamma': 1e-05, 'delta': -0.13893}","{'volume_usd': 58760.14, 'volume': 21.0, 'price_change': -2.3529, 'low': 0.0415, 'high': 0.0425}",open,1713863473867
3,66229.53,0.0,1.5,BTC-26APR24,0.0,257.98,66126.97,100.0,0.0,0.0001,0.0,408.6,0.015,0.0001,0.0001,"[[0.0001, 1.5], [0.0002, 75.0], [0.0003, 52.0], [0.0004, 286.0], [0.0005, 4.0]]",[],0.0,BTC-26APR24-34000-P,0.0,66229.53,23210820417,"{'rho': 0.0, 'theta': 0.0, 'vega': 0.0, 'gamma': 0.0, 'delta': 0.0}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863474925
4,66233.96,27.2,27.2,BTC-31MAY24,55.74,88.38,66699.11,74.82,0.4405,0.4555,0.0,431.5,0.527,0.3875,0.4395,"[[0.4555, 27.2]]","[[0.4405, 27.2]]",0.44594945,BTC-31MAY24-96000-P,0.4476,66233.96,23210799110,"{'rho': -94.67101, 'theta': -32.23923, 'vega': 32.70664, 'gamma': 1e-05, 'delta': -0.91756}","{'volume_usd': 851752.2, 'volume': 29.0, 'price_change': 0.0, 'low': 0.4395, 'high': 0.4395}",open,1713863476923
5,66237.29,0.0,0.0,BTC-28MAR25,0.0,0.0,72792.96,80.17,0.0,0.0,0.0,0.0,0.462,0.2945,0.257,[],[],0.35774748,BTC-28MAR25-62000-C,0.3586,66237.29,22793922895,"{'rho': 247.4702, 'theta': -27.70967, 'vega': 234.813, 'gamma': 1e-05, 'delta': 0.72381}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863477935
6,66239.0,0.0,0.0,BTC-26APR24,0.0,0.0,66133.97,100.0,0.0,0.0,0.0,20.0,0.652,0.622,0.6065,[],[],0.6368241,BTC-26APR24-24000-C,0.6371,66239.0,22947954899,"{'rho': 2.42557, 'theta': 0.0, 'vega': 0.0, 'gamma': 0.0, 'delta': 1.0}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863479908
7,66239.0,43.6,3.1,BTC-26APR24,65.06,69.02,66136.23,66.96,0.0065,0.0075,0.0,293.4,0.044,0.0001,0.0065,"[[0.0075, 3.1], [0.0095, 12.0], [0.01, 18.0], [0.0145, 4.0], [0.0175, 10.0]]","[[0.0065, 43.6], [0.0055, 18.0], [0.004, 12.0], [0.0035, 10.0], [0.0025, 1.0]]",0.00821262,BTC-26APR24-63000-P,0.007,66239.0,23210826910,"{'rho': -1.11347, 'theta': -189.62312, 'vega': 16.71186, 'gamma': 7e-05, 'delta': -0.20129}","{'volume_usd': 96935.68, 'volume': 142.7, 'price_change': -45.8333, 'low': 0.0065, 'high': 0.012}",open,1713863481766
8,66244.35,0.0,0.0,SYN.BTC-17MAY24,0.0,0.0,66472.555,77.3,0.0,0.0,0.0,0.0,0.272,0.19,0.242,[],[],0.22806036,BTC-17MAY24-52000-C,0.2272,66244.35,22873865915,"{'rho': 30.55909, 'theta': -45.07022, 'vega': 28.78925, 'gamma': 1e-05, 'delta': 0.90689}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863482984
9,66244.12,4.0,10.0,BTC-28MAR25,77.19,78.65,72810.56,77.9,0.16,0.1655,0.0,202.4,0.282,0.1005,0.1625,"[[0.1655, 10.0], [0.1665, 12.2], [0.1805, 6.0]]","[[0.16, 4.0], [0.1585, 4.0], [0.156, 24.0], [0.1555, 5.0], [0.155, 5.0]]",0.16251459,BTC-28MAR25-110000-C,0.1627,66244.12,23210828401,"{'rho': 181.29696, 'theta': -31.68, 'vega': 275.69343, 'gamma': 1e-05, 'delta': 0.4308}","{'volume_usd': 127528.91, 'volume': 12.0, 'price_change': 1.8809, 'low': 0.159, 'high': 0.1625}",open,1713863483980
10,66243.88,18.7,10.7,BTC-27DEC24,73.9,75.43,70737.82,74.66,0.1945,0.1995,0.0,149.0,0.301,0.137,0.2005,"[[0.1995, 10.7], [0.2, 5.0], [0.2005, 15.0], [0.201, 10.0], [0.98, 5.0]]","[[0.1945, 18.7], [0.194, 5.0], [0.18, 1.0], [0.165, 5.0], [0.1505, 4.0]]",0.19959794,BTC-27DEC24-80000-C,0.197,66243.88,23210830031,"{'rho': 166.2161, 'theta': -34.81754, 'vega': 231.24743, 'gamma': 1e-05, 'delta': 0.5429}","{'volume_usd': 231986.53, 'volume': 17.4, 'price_change': -0.2488, 'low': 0.2005, 'high': 0.2015}",open,1713863485999
11,66244.16,10.0,29.2,BTC-27DEC24,0.0,118.85,70737.64,100.0,0.8575,0.8615,0.0,41.1,0.874,0.8445,0.859,"[[0.8615, 29.2]]","[[0.8575, 10.0]]",0.85909074,BTC-27DEC24-10000-C,0.8595,66244.16,23210830230,"{'rho': 66.23975, 'theta': -0.96834, 'vega': 4.802, 'gamma': 0.0, 'delta': 0.99733}","{'volume_usd': 235560.13, 'volume': 4.1, 'price_change': 0.0, 'low': 0.859, 'high': 0.859}",open,1713863487003
12,66244.97,0.0,0.0,SYN.BTC-10MAY24,0.0,0.0,66355.8225,100.0,0.0,0.0,0.0,25.0,0.495,0.451,0.4828,[],[],0.47312172,BTC-10MAY24-35000-C,0.4726,66244.97,23182171301,"{'rho': 16.91803, 'theta': -1.74479, 'vega': 0.61727, 'gamma': 0.0, 'delta': 0.99872}","{'volume_usd': 806911.24, 'volume': 25.0, 'price_change': 0.0, 'low': 0.4828, 'high': 0.4828}",open,1713863487965
13,66247.01,18.7,180.0,BTC-31MAY24,66.49,74.49,66702.56,69.95,0.25,0.258,0.0,576.1,0.3305,0.1985,0.245,"[[0.258, 180.0], [0.2595, 19.1]]","[[0.25, 18.7], [0.248, 120.0]]",0.25400759,BTC-31MAY24-82000-P,0.2537,66247.01,23210799126,"{'rho': -72.30485, 'theta': -57.30651, 'vega': 62.17886, 'gamma': 2e-05, 'delta': -0.78889}","{'volume_usd': 398340.65, 'volume': 24.3, 'price_change': 0.0, 'low': 0.245, 'high': 0.245}",open,1713863489979
14,66248.89,1.5,18.7,BTC-27SEP24,73.73,74.87,69219.99,74.36,0.0355,0.037,0.0,770.0,0.0905,0.015,0.035,"[[0.037, 18.7], [0.0375, 12.0], [0.038, 11.0]]","[[0.0355, 1.5], [0.0345, 10.0], [0.034, 8.0], [0.013, 32.0], [0.005, 9.8]]",0.0352398,BTC-27SEP24-44000-P,0.0363,66248.89,23210834887,"{'rho': -46.64739, 'theta': -21.55997, 'vega': 91.01052, 'gamma': 1e-05, 'delta': -0.1204}","{'volume_usd': 136573.43, 'volume': 57.6, 'price_change': 0.0, 'low': 0.0345, 'high': 0.0365}",open,1713863491162
15,66250.63,62.0,19.1,BTC-26APR24,141.64,151.69,66136.6,100.0,0.0001,0.0002,0.0,1387.6,0.015,0.0001,0.0001,"[[0.0002, 19.1], [0.048, 3.0]]","[[0.0001, 62.0]]",7.8e-07,BTC-26APR24-95000-C,0.0,66250.63,23210835715,"{'rho': 0.00018, 'theta': -0.04491, 'vega': 0.00852, 'gamma': 0.0, 'delta': 3e-05}","{'volume_usd': 19.96, 'volume': 3.0, 'price_change': 0.0, 'low': 0.0001, 'high': 0.0001}",open,1713863492122
16,66248.17,5.0,18.8,BTC-26APR24,149.42,156.59,66132.5,100.0,0.0002,0.0003,0.0,513.2,0.015,0.0001,0.0003,"[[0.0003, 18.8], [0.0095, 10.0], [0.195, 1.0]]","[[0.0002, 5.0], [0.0001, 307.0]]",1.55e-06,BTC-26APR24-47000-P,0.0,66248.17,23210500090,"{'rho': -0.00034, 'theta': -0.08673, 'vega': 0.01487, 'gamma': 0.0, 'delta': -6e-05}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863494060
17,66249.23,11.0,17.3,BTC-27DEC24,79.57,80.93,70738.62,80.25,0.035,0.0375,0.0,99.0,0.1155,0.012,0.038,"[[0.0375, 17.3], [0.038, 12.0], [0.0385, 18.0], [0.039, 24.0], [0.059, 40.0]]","[[0.035, 11.0], [0.0345, 8.0], [0.034, 13.0], [0.0335, 16.0], [0.0305, 2.0]]",0.0377974,BTC-27DEC24-180000-C,0.0362,66249.23,23210838598,"{'rho': 49.75098, 'theta': -20.97685, 'vega': 129.62567, 'gamma': 0.0, 'delta': 0.13977}","{'volume_usd': 31339.75, 'volume': 12.3, 'price_change': -2.5641, 'low': 0.038, 'high': 0.039}",open,1713863495405
18,66258.46,19.0,17.7,BTC-27SEP24,70.59,78.0,69226.49,74.91,0.511,0.528,0.0,385.3,0.6445,0.4405,0.4225,"[[0.528, 17.7], [0.5285, 18.0], [0.64, 1.0], [1.0, 16.5]]","[[0.511, 19.0], [0.51, 18.2], [0.05, 19.0], [0.005, 100.0], [0.0001, 1.0]]",0.52328708,BTC-27SEP24-100000-P,0.521,66258.46,23210838435,"{'rho': -361.18794, 'theta': -38.07915, 'vega': 159.56846, 'gamma': 1e-05, 'delta': -0.69257}","{'volume_usd': 5014896.77, 'volume': 144.4, 'price_change': -15.8869, 'low': 0.4225, 'high': 0.6225}",open,1713863496020
19,66258.44,28.0,4.1,BTC-28JUN24,68.23,69.78,67277.27,69.43,0.1385,0.141,0.0,500.9,0.208,0.0955,0.148,"[[0.141, 4.1], [0.1415, 21.0], [0.1425, 4.0], [0.143, 4.0]]","[[0.1385, 28.0], [0.1375, 8.0], [0.1365, 88.0], [0.1075, 12.0], [0.107, 200.0]]",0.14150543,BTC-28JUN24-64000-C,0.1404,66258.44,23210839824,"{'rho': 58.81689, 'theta': -57.11911, 'vega': 108.50492, 'gamma': 2e-05, 'delta': 0.62429}","{'volume_usd': 347975.79, 'volume': 36.3, 'price_change': 2.7778, 'low': 0.142, 'high': 0.148}",open,1713863498034
20,66258.62,0.0,0.0,SYN.BTC-17MAY24,0.0,0.0,66474.325,68.58,0.0,0.0,0.0,0.0,0.1565,0.0505,,[],[],0.09222217,BTC-17MAY24-69000-P,0.093,66258.62,0,"{'rho': -28.80763, 'theta': -95.10481, 'vega': 68.47798, 'gamma': 3e-05, 'delta': -0.54771}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863499042
21,66258.62,11.0,1.6,BTC-28JUN24,69.67,70.76,67276.43,70.18,0.054,0.055,0.0,99.6,0.1165,0.025,0.0505,"[[0.055, 1.6], [0.0555, 11.9], [0.0565, 6.0], [0.057, 12.0], [0.058, 168.0]]","[[0.054, 11.0], [0.0535, 47.0], [0.053, 34.6], [0.0525, 16.0], [0.0505, 168.0]]",0.05682641,BTC-28JUN24-58000-P,0.0547,66258.62,23210843339,"{'rho': -38.1306, 'theta': -49.25486, 'vega': 92.57077, 'gamma': 2e-05, 'delta': -0.25898}","{'volume_usd': 218721.86, 'volume': 60.4, 'price_change': -9.009, 'low': 0.0505, 'high': 0.056}",open,1713863500682
22,66259.2,1.2,31.8,BTC-31MAY24,67.6,68.78,66702.86,68.18,0.061,0.0625,0.0,493.5,0.1195,0.029,0.065,"[[0.0625, 31.8], [0.063, 1.2], [0.0635, 65.0], [0.064, 5.0], [0.07, 0.1]]","[[0.061, 1.2], [0.0605, 55.3], [0.06, 182.0], [0.0585, 72.0], [0.058, 132.0]]",0.06273712,BTC-31MAY24-71000-C,0.0617,66259.2,23210844168,"{'rho': 25.60277, 'theta': -75.91742, 'vega': 84.51515, 'gamma': 3e-05, 'delta': 0.43091}","{'volume_usd': 584299.6, 'volume': 133.8, 'price_change': -1.5152, 'low': 0.064, 'high': 0.067}",open,1713863502114
23,66259.2,64.3,33.6,BTC-28JUN24,103.18,116.14,67274.32,100.0,0.0002,0.0006,0.0,355.5,0.015,0.0001,0.0002,"[[0.0006, 33.6], [0.0007, 24.0], [0.0008, 14.0], [0.001, 13.0], [0.0025, 2.0]]","[[0.0002, 64.3], [0.0001, 130.0]]",0.00014274,BTC-28JUN24-20000-P,0.0001,66259.2,23210845158,"{'rho': -0.14926, 'theta': -0.78583, 'vega': 1.03651, 'gamma': 0.0, 'delta': -0.00108}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863502064
24,66260.2,24.5,15.9,BTC-31MAY24,65.67,73.92,66701.13,69.92,0.237,0.2445,0.0,642.3,0.318,0.186,0.232,"[[0.2445, 15.9], [0.245, 60.0]]","[[0.237, 24.5]]",0.24073841,BTC-31MAY24-81000-P,0.241,66260.2,23210799184,"{'rho': -70.32495, 'theta': -59.72122, 'vega': 64.82934, 'gamma': 2e-05, 'delta': -0.77299}","{'volume_usd': 425324.91, 'volume': 27.4, 'price_change': 0.0, 'low': 0.232, 'high': 0.232}",open,1713863504119
25,66263.3,21.9,104.6,BTC-31MAY24,72.7,76.57,66701.35,74.67,0.008,0.01,0.0,1124.5,0.043,0.0001,0.0105,"[[0.01, 104.6], [0.012, 12.0], [0.0125, 36.0], [0.013, 28.0], [0.0135, 35.0]]","[[0.008, 21.9], [0.0075, 99.0], [0.0001, 26.0]]",0.00965468,BTC-31MAY24-95000-C,0.009,66263.3,23210848306,"{'rho': 5.53283, 'theta': -34.01338, 'vega': 34.57169, 'gamma': 1e-05, 'delta': 0.08877}","{'volume_usd': 16144.73, 'volume': 23.0, 'price_change': 0.0, 'low': 0.0105, 'high': 0.0105}",open,1713863506428
26,66264.43,14.0,15.3,BTC-28JUN24,68.98,69.91,67275.46,69.44,0.091,0.0925,0.0,823.8,0.164,0.051,0.087,"[[0.0925, 15.3], [0.0935, 52.0], [0.094, 8.0], [0.095, 47.0], [0.0965, 5.0]]","[[0.091, 14.0], [0.0905, 13.9], [0.09, 66.0], [0.0895, 5.3], [0.089, 4.0]]",0.09119785,BTC-28JUN24-64000-P,0.0917,66264.43,23210848461,"{'rho': -56.82617, 'theta': -57.1212, 'vega': 108.50516, 'gamma': 2e-05, 'delta': -0.37574}","{'volume_usd': 383611.87, 'volume': 64.5, 'price_change': -5.9459, 'low': 0.0855, 'high': 0.093}",open,1713863507142
27,66270.94,1.0,14.0,BTC-31MAY24,67.49,67.88,66705.78,67.7,0.072,0.0725,0.0,563.3,0.131,0.037,0.0725,"[[0.0725, 14.0], [0.073, 0.2], [0.0735, 40.0], [0.074, 35.0], [0.0745, 259.0]]","[[0.072, 1.0], [0.0715, 6.2], [0.0695, 14.0], [0.068, 5.0], [0.0675, 5.0]]",0.07375758,BTC-31MAY24-69000-C,0.0723,66270.94,23210849245,"{'rho': 28.40007, 'theta': -76.45348, 'vega': 85.71919, 'gamma': 3e-05, 'delta': 0.48175}","{'volume_usd': 385104.95, 'volume': 76.2, 'price_change': -5.8442, 'low': 0.0725, 'high': 0.078}",open,1713863509111
28,66270.94,40.0,19.9,BTC-26APR24,64.41,72.7,66141.37,66.91,0.0635,0.0655,0.0,2054.7,0.117,0.023,0.054,"[[0.0655, 19.9], [0.066, 70.0], [0.069, 0.1], [0.087, 10.0], [0.147, 0.1]]","[[0.0635, 40.0], [0.063, 100.0], [0.062, 521.7], [0.06, 0.1], [0.0585, 7.0]]",0.06537725,BTC-26APR24-70000-P,0.0641,66270.94,23210851662,"{'rho': -4.72201, 'theta': -177.41222, 'vega': 15.64349, 'gamma': 7e-05, 'delta': -0.81925}","{'volume_usd': 1054906.44, 'volume': 267.7, 'price_change': -10.0, 'low': 0.054, 'high': 0.06}",open,1713863510162
29,66274.57,60.0,17.3,BTC-28MAR25,74.89,76.63,72856.08,80.17,0.1775,0.183,0.0,856.4,0.3055,0.1325,0.21,"[[0.183, 17.3], [0.1865, 4.0], [0.187, 76.0], [0.1875, 9.0], [0.1905, 6.0]]","[[0.1775, 60.0], [0.1755, 7.9], [0.1715, 6.0], [0.1705, 6.0], [0.17, 6.0]]",0.19613497,BTC-28MAR25-60000-P,0.1941,66274.57,23210851885,"{'rho': -308.50575, 'theta': -27.03213, 'vega': 228.5732, 'gamma': 1e-05, 'delta': -0.26187}","{'volume_usd': 427046.66, 'volume': 35.1, 'price_change': 16.3435, 'low': 0.1795, 'high': 0.21}",open,1713863510501
30,66274.12,0.0,0.0,SYN.BTC-17MAY24,77.31,78.45,66474.31,77.3,0.0,0.0,0.0,0.0,0.0405,0.0001,,[],[],0.009375,BTC-17MAY24-52000-P,0.0095,66274.12,23157588465,"{'rho': -4.60449, 'theta': -45.05651, 'vega': 28.75297, 'gamma': 1e-05, 'delta': -0.09301}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863513139
31,66273.77,0.0,0.0,BTC-31MAY24,95.78,99.88,66703.35,93.99,0.0,0.0,0.0,11.0,0.016,0.0001,0.0001,[],[],0.00103005,BTC-31MAY24-34000-P,0.001,66273.77,23157588618,"{'rho': -0.72679, 'theta': -6.56137, 'vega': 5.39864, 'gamma': 0.0, 'delta': -0.00924}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863514205
32,66273.77,33.3,17.0,BTC-27DEC24,72.6,83.5,70745.05,78.52,1.1625,1.1875,0.0,41.4,1.337,1.0685,1.1615,"[[1.1875, 17.0], [1.188, 16.2]]","[[1.1625, 33.3]]",1.18286963,BTC-27DEC24-150000-P,1.1755,66273.77,23210855922,"{'rho': -948.88666, 'theta': -25.92881, 'vega': 163.76558, 'gamma': 1e-05, 'delta': -0.79893}","{'volume_usd': 2581794.56, 'volume': 33.4, 'price_change': -0.1719, 'low': 1.1615, 'high': 1.1635}",open,1713863515195
33,66275.47,0.0,0.0,BTC-28JUN24,0.0,0.0,67274.81,71.13,0.0,0.0,0.0,0.0,0.384,0.2325,0.269,[],[],0.30060221,BTC-28JUN24-84000-P,0.2944,66275.47,22527052230,"{'rho': -124.49886, 'theta': -51.75806, 'vega': 97.057, 'gamma': 2e-05, 'delta': -0.71846}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863517207
34,66275.47,1.3,37.0,BTC-31MAY24,67.49,68.77,66701.18,68.15,0.053,0.0545,0.0,884.3,0.112,0.0235,0.0515,"[[0.0545, 37.0], [0.057, 72.0], [0.061, 21.0], [0.0615, 5.0], [0.062, 20.0]]","[[0.053, 1.3], [0.0525, 14.0], [0.052, 101.4], [0.051, 198.0], [0.0505, 1518.0]]",0.05259263,BTC-31MAY24-62000-P,0.0538,66275.47,23210858640,"{'rho': -26.55007, 'theta': -69.85341, 'vega': 77.80131, 'gamma': 2e-05, 'delta': -0.32907}","{'volume_usd': 134801.35, 'volume': 37.0, 'price_change': -8.8496, 'low': 0.05, 'high': 0.058}",open,1713863518374
35,66287.13,0.0,0.0,SYN.BTC-17MAY24,0.0,66.23,66475.22,69.1,0.0,0.0,0.0,0.0,0.085,0.011,0.0195,[],[],0.03409796,BTC-17MAY24-61000-P,0.0345,66287.13,23196445499,"{'rho': -13.98386, 'theta': -82.87627, 'vega': 57.899, 'gamma': 3e-05, 'delta': -0.28362}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863520189
36,66287.71,0.3,0.3,SYN.BTC-10MAY24,54.6,77.79,66364.1725,65.25,0.08,0.0995,0.0,0.0,0.151,0.0475,,"[[0.0995, 0.3]]","[[0.08, 0.3]]",0.08942786,BTC-10MAY24-70000-P,0.0891,66287.71,23210828913,"{'rho': -21.89984, 'theta': -104.67722, 'vega': 54.38367, 'gamma': 4e-05, 'delta': -0.62151}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863521196
37,66288.38,6.0,9.1,BTC-27SEP24,72.51,73.27,69233.02,72.89,0.079,0.0805,0.0,159.8,0.155,0.043,0.0785,"[[0.0805, 9.1], [0.0825, 14.0], [0.083, 6.0], [0.0845, 20.0], [0.1085, 2.0]]","[[0.079, 6.0], [0.0785, 22.3], [0.077, 24.0], [0.0765, 16.0], [0.0425, 21.0]]",0.07873413,BTC-27SEP24-54000-P,0.0798,66288.38,23210863050,"{'rho': -90.4187, 'theta': -31.53525, 'vega': 135.802, 'gamma': 1e-05, 'delta': -0.22397}","{'volume_usd': 187881.56, 'volume': 35.9, 'price_change': -0.6329, 'low': 0.078, 'high': 0.0795}",open,1713863523209
38,66289.15,0.0,0.0,SYN.BTC-17MAY24,0.0,0.0,66476.58,68.58,0.0,0.0,0.0,0.0,0.167,0.0585,,[],[],0.10169314,BTC-17MAY24-70000-P,0.1025,66289.15,0,"{'rho': -30.66083, 'theta': -93.89525, 'vega': 67.60295, 'gamma': 3e-05, 'delta': -0.5794}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863524216
39,66289.15,30.9,30.7,BTC-3MAY24,50.01,87.81,66246.26,67.48,0.149,0.161,0.0,61.1,0.214,0.1065,0.1965,"[[0.161, 30.7], [0.162, 260.0]]","[[0.149, 30.9], [0.0001, 10.0]]",0.15407909,BTC-3MAY24-76000-P,0.1535,66289.15,23210823628,"{'rho': -18.67254, 'theta': -74.00544, 'vega': 21.82631, 'gamma': 3e-05, 'delta': -0.88042}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863524257
40,66289.38,1.3,5.9,BTC-27SEP24,71.94,72.92,69229.67,72.43,0.182,0.1845,0.0,801.4,0.2715,0.1295,0.188,"[[0.1845, 5.9], [0.188, 10.0], [0.21, 2.0], [0.29, 4.0], [0.3, 7.0]]","[[0.182, 1.3], [0.1805, 7.0], [0.18, 15.0], [0.1795, 5.0], [0.1345, 24.0]]",0.18349305,BTC-27SEP24-70000-C,0.1832,66289.38,23210865855,"{'rho': 119.53753, 'theta': -40.84062, 'vega': 177.00112, 'gamma': 1e-05, 'delta': 0.58479}","{'volume_usd': 281303.6, 'volume': 22.6, 'price_change': -0.5291, 'low': 0.184, 'high': 0.189}",open,1713863527237
41,66289.0,2.6,10.0,BTC-27SEP24,73.49,78.44,69228.36,76.12,0.469,0.4735,0.0,355.9,0.52,0.4395,0.4685,"[[0.4735, 10.0], [1.0, 17.9]]","[[0.469, 2.6], [0.4685, 3.0], [0.466, 29.0], [0.005, 282.0]]",0.47134622,BTC-27SEP24-38000-C,0.4713,66289.0,23210867944,"{'rho': 135.53573, 'theta': -15.32178, 'vega': 63.18195, 'gamma': 0.0, 'delta': 0.92664}","{'volume_usd': 357031.11, 'volume': 11.4, 'price_change': -1.056, 'low': 0.4685, 'high': 0.4735}",open,1713863528780
42,66288.8,1.4,1.4,BTC-27DEC24,73.08,74.99,70742.13,74.07,0.289,0.295,0.0,120.6,0.385,0.2335,0.2925,"[[0.295, 1.4]]","[[0.289, 1.4], [0.001, 32.0]]",0.29211118,BTC-27DEC24-62000-C,0.2919,66288.8,23210834798,"{'rho': 195.62299, 'theta': -30.32934, 'vega': 203.05367, 'gamma': 1e-05, 'delta': 0.69893}","{'volume_usd': 123801.48, 'volume': 6.3, 'price_change': -1.3491, 'low': 0.2925, 'high': 0.2965}",open,1713863529309
43,66288.61,0.0,0.0,BTC-27DEC24,0.0,0.0,70741.07,79.72,0.0,0.0,0.0,0.1,1.6125,1.3305,1.5495,[],[],1.45321042,BTC-27DEC24-170000-P,1.4448,66288.61,22872312094,"{'rho': -1102.31394, 'theta': -22.57063, 'vega': 140.81681, 'gamma': 1e-05, 'delta': -0.84216}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863530310
44,66288.3,0.0,0.0,SYN.BTC-10MAY24,0.0,0.0,66354.16,77.29,0.0,0.0,0.0,0.0,0.3555,0.234,,[],[],0.28646011,BTC-10MAY24-85000-P,0.2872,66288.3,0,"{'rho': -38.65056, 'theta': -49.79129, 'vega': 22.79058, 'gamma': 1e-05, 'delta': -0.9147}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863532274
45,66288.18,20.8,27.4,BTC-27SEP24,76.12,77.69,69223.9,76.9,0.033,0.0355,0.0,287.5,0.103,0.011,0.0366,"[[0.0355, 27.4], [0.0365, 7.0], [0.0385, 18.0], [0.04, 10.0], [0.087, 6.0]]","[[0.033, 20.8], [0.0315, 9.0], [0.0065, 2.0]]",0.04077993,BTC-27SEP24-130000-C,0.0342,66288.18,23210872802,"{'rho': 37.2145, 'theta': -26.97608, 'vega': 110.11026, 'gamma': 1e-05, 'delta': 0.15926}","{'volume_usd': 141662.77, 'volume': 58.5, 'price_change': -1.0811, 'low': 0.0325, 'high': 0.038}",open,1713863534417
46,66288.18,0.0,0.0,BTC-27SEP24,0.0,0.0,69223.9,84.61,0.0,0.0,0.0,0.0,1.6235,1.3685,1.3065,[],[],1.4756011,BTC-27SEP24-170000-P,1.4748,66288.18,22170956367,"{'rho': -713.03935, 'theta': -19.9115, 'vega': 74.21686, 'gamma': 0.0, 'delta': -0.90946}","{'volume_usd': 0.0, 'volume': 0.0, 'price_change': None, 'low': None, 'high': None}",open,1713863533280
47,66288.18,8.4,22.6,BTC-31MAY24,67.77,68.99,66696.45,68.36,0.0515,0.053,0.0,930.1,0.1085,0.022,0.0575,"[[0.053, 22.6], [0.0535, 61.3], [0.054, 72.0], [0.0545, 567.0], [0.07, 10.0]]","[[0.0515, 8.4], [0.0505, 246.0], [0.05, 166.0], [0.0495, 287.0], [0.049, 384.0]]",0.0549187,BTC-31MAY24-73000-C,0.0522,66288.18,23210874826,"{'rho': 22.88898, 'theta': -73.8887, 'vega': 82.03496, 'gamma': 3e-05, 'delta': 0.38229}","{'volume_usd': 174473.19, 'volume': 45.9, 'price_change': 6.4815, 'low': 0.054, 'high': 0.0575}",open,1713863536765
